field,value
cod_sez,LE
n_s_sez,2
autore,"GOLDONI, CARLO"
titolo,RACCOLTA COMPLETA DELLE COMMEDIE DI CARLO GOLDONI. V. X: IL BURBERO BENEFICO - IL MATRIMONIO PER CONCORSO - IL CAVALIERE E LA DAMA - LA SCOZZESE
luogo_pub,FIRENZE
editore,SOCIETA` EDITRICE
data_pub,1828
volume,2025-01-01 00:00:00
pagine,322
formato,14
data_crea,1998-06-02 00:00:00
n_scheda,19519
segnatura,LE
noName,"2,XXXIV/9"
cod_sez,LE
n_s_sez,2
autore,"GOLDONI, CARLO"
titolo,RACCOLTA COMPLETA DELLE COMMEDIE DI CARLO GOLDONI. V. IX: ZELINDA E LINDORO - LE GELOSIE DI LINDORO - LE INQUIETUDINI DI ZELINDA - LA BU R LA RETROCESSA
luogo_pub,FIRENZE
editore,SOCIETA` EDITRICE
data_pub,1828
volume,2025-01-01 00:00:00
pagine,324
formato,14
data_crea,1998-06-02 00:00:00
n_scheda,19518
segnatura,LE
noName,"2,XXXIV/8"
cod_sez,LE
n_s_sez,2
autore,"GOLDONI, CARLO"
titolo,RACCOLTA COMPLETA DELLE COMMEDIE DI CARLO GOLDONI. V. VIII: IL TORQU A TO TASSO - LA DONNA STRAVAGANTE - IL CAVALIER DI SPIRITO - LA DAMA PRUDENTE
luogo_pub,FIRENZE
editore,SOCIETA` EDITRICE
data_pub,1828
volume,2025-01-01 00:00:00
pagine,316
formato,14
data_crea,1998-06-02 00:00:00
n_scheda,19517
segnatura,LE
noName,"2,XXXIV/7"
cod_sez,LE
n_s_sez,2
autore,"GOLDONI, CARLO"
titolo,RACCOLTA COMPLETA DELLE COMMEDIE DI CARLO GOLDONI. V. VII: IL TUTORE - IL GIUOCATORE - IL CAVALIERE DI BUON GUSTO - L'AVARO FASTOSO
luogo_pub,FIRENZE
editore,SOCIETA` EDITRICE
data_pub,1828
volume,2025-01-01 00:00:00
pagine,326
formato,14
data_crea,1998-06-02 00:00:00
n_scheda,19516
segnatura,LE
noName,"2,XXXIV/6"
cod_sez,LE
n_s_sez,2
autore,"GOLDONI, CARLO"
titolo,RACCOLTA COMPLETA DELLE COMMEDIE DI CARLO GOLDONI. V. VI: LE DONNE C URIOSE - I MERCANTI - LA DONNA DEL MANEGGIO - LA VEDOVA SPIRITOSA
luogo_pub,FIRENZE
editore,SOCIETA` EDITRICE
data_pub,1828
volume,2025-01-01 00:00:00
pagine,314
formato,14
data_crea,1998-06-02 00:00:00
n_scheda,19515
segnatura,LE
noName,"2,XXXIV/5"
cod_sez,LE
n_s_sez,2
autore,"GOLDONI, CARLO"
titolo,RACCOLTA COMPLETA DELLE COMMEDIE DI CARLO GOLDONI. V. V: IL MEDICO O LANDESE - LE DONNE DI BUON UMORE - GLI INNAMORATI - IL VENTAGLIO
luogo_pub,FIRENZE
editore,SOCIETA` EDITRICE
data_pub,1828
volume,2025-01-01 00:00:00
pagine,326
formato,14
data_crea,1998-06-02 00:00:00
n_scheda,19514
segnatura,LE
noName,"2,XXXIV/4"
cod_sez,LE
n_s_sez,2
autore,"GOLDONI, CARLO"
titolo,RACCOLTA COMPLETA DELLE COMMEDIE DI CARLO GOLDONI. V. IV: LA SPOSA P ERSIANA - IRCANA IN JULFA - IRCANA IN ISPAAN - LA FIGLIA UBBIDIENTE
luogo_pub,FIRENZE
editore,SOCIETA` EDITRICE
data_pub,1827
volume,2025-01-01 00:00:00
pagine,311
formato,14
data_crea,1998-06-02 00:00:00
n_scheda,19513
segnatura,LE
noName,"2,XXXIV/3"
cod_sez,LE
n_s_sez,2
autore,"GOLDONI, CARLO"
titolo,RACCOLTA COMPLETA DELLE COMMEDIE DI CARLO GOLDONI. V. III: LA SPOSA SAGACE - L'IMPRESARIO DELLE SMIRNE - LA MOGLIE SAGGIA - IL RICCO INS IDIATO
luogo_pub,FIRENZE
editore,SOCIETA` EDITRICE
data_pub,1827
volume,2025-01-01 00:00:00
pagine,315
formato,14
data_crea,1998-06-02 00:00:00
n_scheda,19512
segnatura,LE
noName,"2,XXXIV/2"
cod_sez,LE
n_s_sez,2
autore,"GOLDONI, CARLO"
titolo,RACCOLTA COMPLETA DELLE COMMEDIE DI CARLO GOLDONI. V. II: IL BUGIARD O - IL VERO AMICO - LA DONNA VOLUBILE - LE FEMMINE PUNTIGLIOSE
luogo_pub,FIRENZE
editore,SOCIETA` EDITRICE
data_pub,1827
volume,2025-01-01 00:00:00
pagine,332
formato,14
data_crea,1998-06-02 00:00:00
n_scheda,19511
segnatura,LE
noName,"2,XXXIV/1"
cod_sez,LE
n_s_sez,2
autore,"GOLDONI, CARLO"
titolo,RACCOLTA COMPLETA DELLE COMMEDIE DI CARLO GOLDONI. V. I: IL TEATRO C OMICO - LA BOTTEGA DEL CAFFE` - AVVENTURIERE ONORATO - LA LOCANDIERA
luogo_pub,FIRENZE
editore,SOCIETA` EDITRICE
data_pub,1827
volume,2025-01-01 00:00:00
pagine,"VIII,560"
illustr,ANT.
formato,14
data_crea,1998-06-02 00:00:00
n_scheda,19510
segnatura,LE
noName,"2,XXXIII/25"
cod_sez,LE
n_s_sez,2
autore,SOFOCLE
collabor,"BELLOTTO F.,TRAD."
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1872
volume,2025-01-01 00:00:00
pagine,"IX,727"
formato,10
collezion,"CLASSICI, 25"
data_crea,1998-06-02 00:00:00
n_scheda,19509
segnatura,LE
noName,"2,XXXIII/24"
cod_sez,LE
n_s_sez,2
autore,TACITO
titolo,"LE STORIE. LA GERMANIA, LA VITA D'AGRICOLA E IL DIALOGO DELLA PERDUT A ELOQUENZA"
collabor,"DAVANZATI B.,CURAT."
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1862
volume,2025-01-01 00:00:00
pagine,"XVII,609"
illustr,ANT. [CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 24"
data_crea,1998-06-02 00:00:00
n_scheda,19508
segnatura,LE
noName,"2,XXXIII/23"
cod_sez,LE
n_s_sez,2
autore,"TASSO, TORQUATO"
collabor,"ORLANDINI F.S.,CURAT."
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1862
volume,2025-01-01 00:00:00
pagine,"XIV,510"
formato,10
collezion,"CLASSICI, 23"
data_crea,1998-06-02 00:00:00
n_scheda,19507
segnatura,LE
noName,"2,XXXIII/22"
cod_sez,LE
n_s_sez,2
autore,SALLUSTIO
collabor,"FRA BARTOLOMMEO DA SAN CONUCORDIO,CURAT."
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1863
volume,2025-01-01 00:00:00
pagine,"XXIV,424"
illustr,ANT. [CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 22"
data_crea,1998-06-02 00:00:00
n_scheda,19506
segnatura,LE
noName,"2,XXXIII/21"
cod_sez,LE
n_s_sez,2
autore,PINDARO ; TEOCRITO
collabor,"BORGHI G.,TRAD."
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1865
volume,2025-01-01 00:00:00
pagine,"XXI,448"
illustr,ANT. [CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 21"
data_crea,1998-06-02 00:00:00
n_scheda,19505
segnatura,LE
noName,"2,XXXIII/20"
cod_sez,LE
n_s_sez,2
autore,"PETRARCA, FRANCESCO"
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1867
volume,2025-01-01 00:00:00
pagine,"4 F.P.,511"
illustr,ANT. [CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 20"
data_crea,1998-06-02 00:00:00
n_scheda,19504
segnatura,LE
noName,"2,XXXIII/19"
cod_sez,LE
n_s_sez,2
autore,"PELLICO, SILVIO"
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1871
volume,2025-01-01 00:00:00
pagine,480
illustr,ANT. [CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 19"
data_crea,1998-06-02 00:00:00
n_scheda,19503
segnatura,LE
noName,"2,XXXIII/18"
cod_sez,LE
n_s_sez,2
autore,"PARINI, GIUSEPPE"
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1868
volume,2025-01-01 00:00:00
pagine,"XXXVIII,459"
illustr,ANT. [CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 18"
data_crea,1998-06-02 00:00:00
n_scheda,19502
segnatura,LE
noName,"2,XXXIII/17"
cod_sez,LE
n_s_sez,2
autore,OMERO
collabor,"PINDEMONTE I.,TRAD."
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1868
volume,2025-01-01 00:00:00
pagine,"4 F.P.,598"
formato,10
collezion,"CLASSICI, 17"
data_crea,1998-06-02 00:00:00
n_scheda,19501
segnatura,LE
noName,"2,XXXIII/16"
cod_sez,LE
n_s_sez,2
autore,OMERO
collabor,"MONTI V.,TRAD."
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1867
volume,2025-01-01 00:00:00
pagine,"4 F.P.,792"
illustr,ANT. [CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 16"
data_crea,1998-06-02 00:00:00
n_scheda,19500
segnatura,LE
noName,"2,XXXIII/15,II"
cod_sez,LE
n_s_sez,2
autore,"MONTI, VINCENZO"
collabor,"CARDUCCI G.,CURAT."
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1862
volume,2025-01-01 00:00:00
pagine,"4 F.P.,559"
formato,10
collezion,"CLASSICI, 15/II"
data_crea,1998-06-02 00:00:00
n_scheda,19499
segnatura,LE
noName,"2,XXXIII/14"
cod_sez,LE
n_s_sez,2
autore,"MANZONI, ALESSANDRO"
titolo,LE POESIE DI ALESSANDRO MANZONI... CON LA VITA DELL'AUTORE E CON NOT E
collabor,"MESTICA G.,CURAT."
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1920
volume,2025-01-01 00:00:00
pagine,"XCV,434"
illustr,ANT. [CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 14"
data_crea,1998-06-02 00:00:00
n_scheda,19498
segnatura,LE
noName,"2,XXXIII/13"
cod_sez,LE
n_s_sez,2
autore,"MANZONI, ALESSANDRO"
collabor,"LESCA G.,CURAT."
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1923
volume,2025-01-01 00:00:00
pagine,"XII,515"
formato,10
collezion,"CLASSICI, 13"
data_crea,1998-06-02 00:00:00
n_scheda,19497
segnatura,LE
noName,"2,XXXIII/12"
cod_sez,LE
n_s_sez,2
autore,"MANZONI, ALESSANDRO"
collabor,"LESCA G.,CURAT."
edizione,XIII
luogo_pub,FIRENZE
editore,G. BARBERA
data_pub,1923
volume,2025-01-01 00:00:00
pagine,"XII,468"
formato,10
collezion,"CLASSICI, 12"
data_crea,1998-06-02 00:00:00
n_scheda,19496
segnatura,LE
noName,"2,XXXIII/11,II"
cod_sez,LE
n_s_sez,2
autore,"MANZONI, ALESSANDRO"
titolo,"I PROMESSI SPOSI. STORIA MILANESE DEL SECOLO XVII, SCOPERTA E RIFATT A DA ALESSANDRO MANZONI. V. II"
edizione,XIII
luogo_pub,MILANO
editore,STAB. REDAELLI
data_pub,1868
volume,2025-01-01 00:00:00
pagine,587
formato,10
collezion,"CLASSICI, 11/II"
data_crea,1998-06-02 00:00:00
n_scheda,19495
segnatura,LE
noName,"2,XXXIII/11,I"
cod_sez,LE
n_s_sez,2
autore,"MANZONI, ALESSANDRO"
titolo,"I PROMESSI SPOSI. STORIA MILANESE DEL SECOLO XVII, SCOPERTA E RIFATT A DA ALESSANDRO MANZONI. V. I"
edizione,XIII
luogo_pub,MILANO
editore,STAB. REDAELLI
data_pub,1868
volume,2025-01-01 00:00:00
pagine,589
formato,10
collezion,"CLASSICI, 11/I"
data_crea,1998-06-02 00:00:00
n_scheda,19494
segnatura,LE
noName,"2,XXXIII/10"
cod_sez,LE
n_s_sez,2
autore,"MACHIAVELLI, NICCOLO`"
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1862
volume,2025-01-01 00:00:00
pagine,"XVIII,480"
illustr,"ANT.[INCIS., CON F. DI GUARDIA]"
formato,10
collezion,"CLASSICI, 10"
data_crea,1998-06-02 00:00:00
n_scheda,19493
segnatura,LE
noName,"2,XXXIII/9"
cod_sez,LE
n_s_sez,2
autore,"MACHIAVELLI, NICCOLO`"
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1864
volume,2025-01-01 00:00:00
pagine,"4 F.P.,797"
illustr,"ANT.[INCIS., CON F. DI GUARDIA]"
formato,10
collezion,"CLASSICI, 9"
data_crea,1998-06-02 00:00:00
n_scheda,19492
segnatura,LE
noName,"2,XXXIII/8"
cod_sez,LE
n_s_sez,2
autore,"GIUSTI, GIUSEPPE"
collabor,"CARDUCCI G.,CURAT."
edizione,III
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1862
volume,2025-01-01 00:00:00
pagine,"XCIV,612"
illustr,"ANT.[INCIS., CON F. DI GUARDIA]"
formato,10
collezion,"CLASSICI, 8"
data_crea,1998-06-02 00:00:00
n_scheda,19491
segnatura,LE
noName,"2,XXXIII/7"
cod_sez,LE
n_s_sez,2
autore,ESCHILO
collabor,"BELLOTTI F.,TRAD."
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1871
volume,2025-01-01 00:00:00
pagine,"IX [XII],505"
formato,10
collezion,"CLASSICI, 7"
data_crea,1998-06-02 00:00:00
n_scheda,19490
segnatura,LE
noName,"2,XXXIII/6,II"
cod_sez,LE
n_s_sez,2
autore,"ALFIERI, VITTORIO"
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1867
volume,2025-01-01 00:00:00
pagine,"4 F.P.,595"
illustr,ANT. [INCIS. CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 6/II"
data_crea,1998-06-02 00:00:00
n_scheda,19489
segnatura,LE
noName,"2,XXXIII/5,II"
cod_sez,LE
n_s_sez,2
autore,"DAVANZATI, BERNARDO"
titolo,"GLI ANNALI DI C. CORNELIO TACITO, VOLGARIZZATI DA BERNARDO DAVANZATI V. II"
luogo_pub,FIRENZE
editore,BARBERA - BIANCHI & C.
data_pub,1863
volume,2025-01-01 00:00:00
pagine,"2 F.P.,429"
formato,10
collezion,"CLASSICI, 5/II"
data_crea,1998-06-01 00:00:00
n_scheda,19488
segnatura,LE
noName,"2,XXXIII/5,I"
cod_sez,LE
n_s_sez,2
autore,"DAVANZATI, BERNARDO"
titolo,"GLI ANNALI DI C. CORNELIO TACITO, VOLGARIZZATI DA BERNARDO DAVANZATI V. I"
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1863
volume,2025-01-01 00:00:00
pagine,"XXVII,482"
formato,10
collezion,"CLASSICI, 5/I"
data_crea,1998-06-01 00:00:00
n_scheda,19487
segnatura,LE
noName,"2,XXXIII/4,II"
cod_sez,LE
n_s_sez,2
autore,"CINO, DA PISTOIA"
collabor,"CARDUCCI G.,CURAT."
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1928
volume,2025-01-01 00:00:00
pagine,"2 F.P.,273-624"
formato,10
collezion,"CLASSICI, 4,II"
note_sp,PAGINAZIONE CONTINUA
data_crea,1998-06-01 00:00:00
n_scheda,19486
segnatura,LE
noName,"2,XXXIII/4,I"
cod_sez,LE
n_s_sez,2
autore,"CINO, DA PISTOIA"
collabor,"CARDUCCI G.,CURAT."
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1928
volume,2025-01-01 00:00:00
pagine,"XCIV,272"
illustr,ANT.
formato,10
collezion,"CLASSICI, 4,I"
data_crea,1998-06-01 00:00:00
n_scheda,19485
segnatura,LE
noName,"2,XXXIII/3"
cod_sez,LE
n_s_sez,2
autore,"CARO, ANNIBAL"
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1865
volume,2025-01-01 00:00:00
pagine,"XXVII,626"
formato,10
collezion,"CLASSICI, 3"
data_crea,1998-06-01 00:00:00
n_scheda,19484
segnatura,LE
noName,"2,XXXIII/2"
cod_sez,LE
n_s_sez,2
autore,"BERNI, FRANCESCO"
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1863
volume,2025-01-01 00:00:00
pagine,"XVII,463"
illustr,ANT. [INCIS. CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 2"
data_crea,1998-06-01 00:00:00
n_scheda,19483
segnatura,LE
noName,"2,XXXIII/1,III"
cod_sez,LE
n_s_sez,2
autore,"ARIOSTO, LUDOVICO"
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1858
volume,2025-01-01 00:00:00
pagine,"4 F.P.,558"
formato,10
collezion,"CLASSICI, 1,III"
data_crea,1998-06-01 00:00:00
n_scheda,19482
segnatura,LE
noName,"2,XXXIII/1,II"
cod_sez,LE
n_s_sez,2
autore,"ARIOSTO, LUDOVICO"
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1858
volume,2025-01-01 00:00:00
pagine,"4 F.P.,551"
formato,10
collezion,"CLASSICI, 1,II"
data_crea,1998-06-01 00:00:00
n_scheda,19481
segnatura,LE
noName,"2,XXXIII/1,I"
cod_sez,LE
n_s_sez,2
autore,"ARIOSTO, LUDOVICO"
luogo_pub,FIRENZE
editore,BARBERA-BIANCHI & C.
data_pub,1858
volume,2025-01-01 00:00:00
pagine,"VII,340"
illustr,ANT. [CON F. DI GUARDIA]
formato,10
collezion,"CLASSICI, 1,I"
data_crea,1998-06-01 00:00:00
n_scheda,19480
segnatura,LE
noName,"2,XXXII/III-IV"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"LE VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI E ARCHITETTI DI GIORGI O VASARI, SCELTE ED ANNOTATE. T. III E IV"
luogo_pub,TORINO
editore,TIP. DELL'ORATORIO S. FRANC. DI SALES
data_pub,1870
volume,2025-01-01 00:00:00
pagine,340
formato,13.5
note_sp,DUE VV. IN UNO
data_crea,1998-06-01 00:00:00
n_scheda,19479
segnatura,LE
noName,"2,XXXII/I-II"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"LE VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI E ARCHITETTI DI GIORGI O VASARI, SCELTE E ANNOTATE. T. I E II"
luogo_pub,TORINO
editore,TIP. DELL'ORATORIO S. FRANC. DI SALES
data_pub,1870
volume,2025-01-01 00:00:00
pagine,231
formato,13.5
note_sp,DUE VV. IN UNO
data_crea,1998-06-01 00:00:00
n_scheda,19478
segnatura,LE
noName,"2,XXXI/7"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
luogo_pub,FIRENZE
editore,ADRIANO SALANI
data_pub,1948
volume,2025-01-01 00:00:00
pagine,608
illustr,"ANT., ILL."
formato,15.5
collezion,"I CLASSICI DEL GIGLIO, V. 7"
data_crea,1998-06-01 00:00:00
n_scheda,19477
segnatura,LE
noName,"2,XXXI/6"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
luogo_pub,FIRENZE
editore,ADRIANO SALANI
data_pub,1948
volume,2025-01-01 00:00:00
pagine,629
illustr,"ANT., ILL."
formato,15.5
collezion,"I CLASSICI DEL GIGLIO, V. 6"
data_crea,1998-06-01 00:00:00
n_scheda,19476
segnatura,LE
noName,"2,XXXI/5"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
luogo_pub,FIRENZE
editore,ADRIANO SALANI
data_pub,1948
volume,2025-01-01 00:00:00
pagine,575
illustr,"ANT., ILL."
formato,15.5
collezion,"I CLASSICI DEL GIGLIO, V. 5"
data_crea,1998-06-01 00:00:00
n_scheda,19475
segnatura,LE
noName,"2,XXXI/4"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
luogo_pub,FIRENZE
editore,ADRIANO SALANI
data_pub,1948
volume,2025-01-01 00:00:00
pagine,576
illustr,"ANT., ILL."
formato,15.5
collezion,"I CLASSICI DEL GIGLIO, V. 4"
data_crea,1998-06-01 00:00:00
n_scheda,19474
segnatura,LE
noName,"2,XXXI/3"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
luogo_pub,FIRENZE
editore,ADRIANO SALANI
data_pub,1948
volume,2025-01-01 00:00:00
pagine,550
illustr,"ANT., ILL."
formato,15.5
collezion,"I CLASSICI DEL GIGLIO, V. 3"
data_crea,1998-06-01 00:00:00
n_scheda,19473
segnatura,LE
noName,"2,XXXI/2"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
luogo_pub,FIRENZE
editore,ADRIANO SALANI
data_pub,1948
volume,2025-01-01 00:00:00
pagine,574
illustr,"ANT., ILL."
formato,15.5
collezion,"I CLASSICI DEL GIGLIO, V. 2"
data_crea,1998-06-01 00:00:00
n_scheda,19472
segnatura,LE
noName,"2,XXXI/1"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
luogo_pub,FIRENZE
editore,ADRIANO SALANI
data_pub,1948
volume,2025-01-01 00:00:00
pagine,576
illustr,"ANT., ILL."
formato,15.5
collezion,"I CLASSICI DEL GIGLIO, V. 1"
data_crea,1998-06-01 00:00:00
n_scheda,19471
segnatura,LE
noName,"2,XXX/19"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. XIX"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1830
volume,2025-01-01 00:00:00
pagine,"249,LXXXVIII"
formato,17
note_sp,CON 88 PAGG. DI INDICE GENERALE
data_crea,1998-06-01 00:00:00
n_scheda,19470
segnatura,LE
noName,"2,XXX/18"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. XVIII"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1830
volume,2025-01-01 00:00:00
pagine,277-504
formato,17
note_sp,PAGINAZIONE CONTINUA
data_crea,1998-06-01 00:00:00
n_scheda,19469
segnatura,LE
noName,"2,XXX/17"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. XVII"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1830
volume,2025-01-01 00:00:00
pagine,275
formato,17
data_crea,1998-06-01 00:00:00
n_scheda,19468
segnatura,LE
noName,"2,XXX/16"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. XVI"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1829
volume,2025-01-01 00:00:00
pagine,280-520
illustr,INCIS. [RITR.]
formato,17
note_sp,PAGINAZIONE CONTINUA
data_crea,1998-06-01 00:00:00
n_scheda,19467
segnatura,LE
noName,"2,XXX/15"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. XV"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1829
volume,2025-01-01 00:00:00
pagine,"4 F.P.,277"
illustr,INCIS. [RITR.]
formato,17
data_crea,1998-06-01 00:00:00
n_scheda,19466
segnatura,LE
noName,"2,XXX/14"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. XIV"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1829
volume,2025-01-01 00:00:00
pagine,324-583
illustr,"TAV. [RIPIEG.], INCIS. [RITR.]"
formato,17
note_sp,PAGINAZIONE CONTINUA
data_crea,1998-06-01 00:00:00
n_scheda,19465
segnatura,LE
noName,"2,XXX/13"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. XIII"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1829
volume,2025-01-01 00:00:00
pagine,"4 F.P.,323"
illustr,INCIS. [RITR.]
formato,17
data_crea,1998-06-01 00:00:00
n_scheda,19464
segnatura,LE
noName,"2,XXX/12"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. XII"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1829
volume,2025-01-01 00:00:00
pagine,262-536
illustr,INCIS. [RITR.]
formato,17
note_sp,PAGINAZIONE CONTINUA
data_crea,1998-06-01 00:00:00
n_scheda,19463
segnatura,LE
noName,"2,XXX/11"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. XI"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1829
volume,2025-01-01 00:00:00
pagine,"4 F.P.,261"
illustr,INCIS. [RITR.]
formato,17
data_crea,1998-06-01 00:00:00
n_scheda,19462
segnatura,LE
noName,"2,XXX/10"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. X"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1829
volume,2025-01-01 00:00:00
pagine,287-537
illustr,INCIS. [RITR.]
formato,17
note_sp,PAGINAZIONE CONTINUA
data_crea,1998-06-01 00:00:00
n_scheda,19461
segnatura,LE
noName,"2,XXX/9"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. IX"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1828
volume,2025-01-01 00:00:00
pagine,"4 F.P.,286"
illustr,INCIS. [RITR.]
formato,17
data_crea,1998-06-01 00:00:00
n_scheda,19460
segnatura,LE
noName,"2,XXX/8"
cod_sez,LE
n_s_sez,2
autore,"VASARI, GIORGIO"
titolo,"VITE DE' PIU` ECCELLENTI PITTORI, SCULTORI, ARCHITETTI, SCRITTE DA G IORGIO VASARI, PITTORE E ARCHITETTO ARETINO. T. VIII"
luogo_pub,VENEZIA
editore,TIP. G. ANTONELLI
data_pub,1828
volume,2025-01-01 00:00:00
pagine,269-552
illustr,INCIS. [RITR.]
formato,17
note_sp,PAGINAZIONE CONTINUA
data_crea,1998-06-01 00:00:00
n_scheda,19459
segnatura,LE
noName,"2,XXX/7"
cod_sez,LE
